County,Month,Calendar Year,CalFresh Persons,CalFresh Households,Child Only Persons,Total Issuances,Caseload Total Student Count,All Federal Persons,All CFAP Persons,Total SSI Persons in SNB Households,Total SSI  Persons in TNB Households,State Issuances,EBT_SNB_dollars,EBT_TNB_dollars,Unemployment Monthly,Active Error Rate,Negative Error Rate,Negative Error Rate on Completed Cases,Applications Approved Containing at Least One Student,Applications Denied Containing at Least One Student,Applications Pended Containing at Least One Student,New Apps with at Least Some SSI - Approved,New Apps with at Least Some SSI - Denied,Ineligible Denials - SSI,Procedural Denials - SSI,SSI Only - Ineligible Denials,SSI Only Procedural Denials,Online Apps - SSI,Non-Online Apps - SSI,Applications Received,Online Applications Received,All_GCF_apps_submit,CfA_GCF_apps_submit,CBO_GCF_apps_submit,SSA_GCF_apps_submit,Average Age of SSI Persons Newly Applying,Average Days to Dispose - SSI,Average Approved Benefit - SSI,Denial reason - CF Missed Interview,Denial Reason - FTP Income,Denial Reason - Failed to Complete Determination,Denial Reason - Ineligible,Denial Reason - Ineligible CF Student,Denial Reason - Unavailable,Denial Reason - Out of the Home,Denial Reason - Over Income,Denial Reason - Procedural,Applications Submitted via BenefitsCal,Applications Submitted via Code for America,Applications Submitted via Other Online Source,Applications Submitted via Other Source,New Applications Age  17 and Under,New Applications Age 8 to 49,New Applications Age 50 and Over,New Applications Age Total,New Applications Avg Age,New Applications - ICT Transfers,New Applications Language Armenian,New Applications Language Cambodian,New Applications Language Cantonese,New Applications Language English,New Applications Langugage Farsi,New Applications Language Korean,New Applications Language Mandarin,New Applications Language  Other,New Applications Language Russian,New Applications Language Spanish,New Applications Language Vietnamese,New Applications Language Missing,New Applications Language Total,New Applications Hispanic,New Applications White,New Application Asian,New Applications Black or African_American,New Applications More Than One Race/Ethnicity,New Applications American Indian Alaskan Native,"New Applications Native Hawaiian Pacific Islander ",New Applications Other Race/Ethnicity,New Applications Unknown Race/Ethnicity,New Applications Race/Ethnicity Total,New Applications Gender Female,New Applications Gender Male,New Applications Gender Other,New Applications Gender Declined_to_State,New Applications Gender Total,New Applications Exemptions- Employment and Training Program,New Applications Exemptions-Other Employment and Training Program,New Applications Exemptions-LPIE,New Applications Exemptions- Employed 20 Hours Week,New Applications Exemptions-Care of a Child,New Applications Exemptions- Work Study,SSI Disposed HH Language - Armenian,SSI Disposed HH Language - Cambodian,SSI Disposed HH Language - Cantonese,SSI Disposed HH Language - English,SSI Disposed HH Language - Farsi,SSI Disposed HH Language - Korean,SSI Disposed HH Language - Mandarin,SSI Disposed HH Language - Other,SSI Disposed HH Language - Russian,SSI Disposed HH Language - Spanish,SSI Disposed HH Language - Vietnamese," SSI Person Race/Ethnicity - Hispanic"," SSI Person Race/Ethnicity - White"," SSI Person Race/Ethnicity - Asian"," SSI Person Race/Ethnicity - Black or African American"," SSI Person Race/Ethnicity - More Than One Race/Ethnicity"," SSI Person Race/Ethnicity - American Indian or Alaska Native"," SSI Person Race/Ethnicity - Native Hawaiian or Other Pacific Islander"," SSI Person Race/Ethnicity - Other"," SSI Person Race/Ethnicity - Unknown",SSI Persons in New Apps Disposed,SSI-only HHs of 1 added in the month,SSI-only HHs of 2 added in the month,SSI only-HHs of 3+ added in the month,Total SSI-only HHs added in the month,Claim Shelter Deduction - SSI,Claim Standard Medical Deduction - SSI,"Claim Homeless Deduction - SSI "
Butte,March,2026,"42,208","27,582",,"$8,363,357",4654,,,160,14,"$24,140","24,446","1,802",6.10%,,,,263,118,167,46,12,5,6,1,1,30,28,"1,507",974,,,,,45,23,246,30,24,3,24,0,0,1,8,28,457,3,27,61,,664,,670,22.84477612,12,0,0,0,665,0,0,0,,0,,0,0,670,108,236,16,28,192,,,,76,670,407,236,,,670,563,81,479,52,48,87,0,0,0,57,0,0,0,0,0,1,0,*,59,*,*,12,*,0,*,19,109,32,1,0,33,40,1,2
Calaveras,March,2026,"6,170","3,909",,"$1,167,921",77,,,13,*,"$1,756","2,236",413,6.30%,,,,2,7,1,8,2,2,0,0,0,4,6,203,86,,,,,43,9,188,1,0,2,0,0,0,0,1,3,5,0,0,5,0,12,0,12,27.91666667,0,0,0,0,12,0,0,0,0,0,0,0,0,12,,,0,,,0,0,0,,12,,,0,0,12,,0,,,,0,0,0,0,9,0,0,0,0,0,1,0,*,*,0,*,*,0,0,*,0,13,5,0,0,5,5,0,0
Colusa,March,2026,"2,793","1,529",,"$477,133",50,,,*,0,"$2,473","1,102",0,17.00%,,,,0,3,4,3,0,0,0,0,0,2,1,102,45,,,,,59,10,139,1,0,0,1,0,0,0,0,1,3,0,2,2,0,,0,,24.77777778,0,0,0,0,,0,0,0,0,0,,0,0,,,,0,0,,0,0,0,,,,,0,0,,,,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*,*,2,1,0,3,2,0,0
Contra Costa,March,2026,"104,418","62,142",,"$20,336,951",2833,,,305,43,"$264,542","46,861","5,966",4.40%,,,,146,181,142,98,51,16,33,2,1,64,85,"3,848","2,300",,,,,52,13,228,32,5,22,44,0,0,8,36,34,332,0,2,135,,554,,574,26.51916376,28,0,0,,539,,,0,,0,27,,0,574,101,72,49,98,146,0,,,67,574,374,187,,,574,198,135,64,83,76,11,0,0,2,127,0,2,0,8,0,10,0,34,34,31,71,19,0,0,22,66,277,67,6,0,73,88,4,0
Del Norte,March,2026,"6,098","3,795",,"$1,125,128",85,,,30,14,"$1,914","4,713","2,273",6.40%,,,,3,3,3,6,5,3,2,2,0,1,10,137,21,,,,,48,20,190,0,0,1,1,0,0,0,1,0,1,0,2,6,0,,,12,34.25,0,0,0,0,12,0,0,0,0,0,0,0,0,12,,,,0,,,0,0,,12,,,0,0,12,,,,0,,,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,*,*,0,0,*,18,2,0,0,2,2,0,0
El Dorado,March,2026,"14,301","9,414",,"$2,788,459",253,,,23,0,"$8,161","3,296",0,4.90%,,,,20,28,14,13,4,1,3,0,0,6,11,577,308,,,,,47,13,193,3,0,6,7,0,0,0,2,10,34,0,3,25,0,,,72,28.34722222,5,0,0,0,,0,0,0,0,,0,0,0,72,,26,,,19,,0,0,15,72,48,18,,,72,30,21,12,11,,,0,0,0,17,0,0,0,0,0,0,0,*,21,*,0,0,0,0,0,*,25,11,0,0,11,11,0,0
Fresno,March,2026,"240,218","122,726",,"$45,755,901",8044,,,592,97,"$251,830","94,237","14,356",9.00%,,,,369,383,266,226,94,38,54,2,1,152,168,"6,567","4,164",,,,,41,13,219,80,14,83,72,0,0,7,65,55,749,2,4,263,,1402,,1432,24.95949721,29,0,0,0,1279,,0,0,,,147,,0,1432,506,133,108,92,393,,,19,175,1432,916,484,12,20,1432,777,520,292,183,260,18,0,1,0,263,0,1,1,2,0,50,2,201,65,85,65,59,*,*,11,98,589,132,8,0,140,205,3,2
Glenn,March,2026,"4,345","2,451",,"$765,188",102,,,23,0,"$2,021","3,428",384,7.60%,,,,5,1,4,10,0,0,0,0,0,4,6,143,60,,,,,51,13,306,0,0,0,0,0,0,0,1,0,6,0,1,3,0,,,14,27,1,0,0,0,14,0,0,0,0,0,0,0,0,14,,,0,0,,0,0,0,,14,,,0,,14,,,,,,0,0,0,0,8,0,0,0,0,0,2,0,*,*,0,*,*,0,0,0,*,20,4,1,0,5,9,0,0
Humboldt,March,2026,"28,107","18,901",,"$5,518,049",1848,,,82,*,"$13,516","12,908",733,5.10%,,,,94,49,55,31,12,5,6,0,0,13,30,"1,002",423,,,,,50,13,153,14,10,12,6,0,0,2,2,3,118,1,19,60,0,,,307,24.09446254,8,0,0,0,,0,0,0,0,0,,0,0,307,30,121,,,79,,,,55,307,176,110,,,307,256,24,226,27,18,14,0,0,0,42,0,0,0,0,0,1,0,*,31,*,*,*,*,0,0,15,69,24,1,0,25,26,1,1
Imperial,March,2026,"48,187","25,295",,"$8,386,982",1244,,,127,22,"$50,812","19,179","3,897",16.90%,,,,52,58,47,48,21,7,13,1,1,27,42,"1,170",543,,,,,49,12,184,4,2,12,15,0,0,4,6,15,105,0,4,48,0,,,218,25.13761468,0,0,0,0,127,0,0,0,0,0,91,0,0,218,97,,0,,104,0,0,,,218,139,,0,,218,83,73,11,15,38,,0,0,0,32,0,0,0,0,0,37,0,64,15,*,*,27,*,0,0,*,120,24,4,0,28,43,4,0
Inyo,March,2026,"1,912","1,195",,"$350,695",15,,,*,0,$628,485,0,4.50%,,,,1,1,2,3,1,0,1,0,0,3,1,62,24,,,,,52,13,124,0,0,1,0,0,0,0,0,0,3,0,0,1,0,,,,33.4,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,,,0,0,0,,0,,0,,,0,0,0,0,4,0,0,0,0,0,0,0,0,*,0,0,*,*,0,0,0,*,2,0,0,2,2,0,0
Kern,March,2026,"198,380","101,607",,"$37,640,533",4321,,,448,73,"$223,947","73,179","10,704",9.50%,,,,243,334,274,206,95,30,64,2,3,138,163,"6,482","3,854",,,,,40,20,231,75,16,69,50,0,0,7,69,46,580,1,52,218,,1034,,1052,25.20152091,20,0,0,0,953,0,0,0,,0,,0,0,1052,322,190,32,80,283,,0,,130,1052,744,302,,,1052,455,286,123,155,201,15,0,0,0,240,0,0,0,3,0,58,0,119,98,19,77,40,*,0,*,64,427,127,7,0,134,172,3,1
Kings,March,2026,"29,285","15,159",,"$5,414,599",827,,,75,23,"$30,647","11,726","3,288",9.90%,,,,37,58,38,34,13,4,6,1,1,10,37,999,379,,,,,34,11,319,12,1,12,7,0,0,0,8,18,74,2,1,56,0,,,183,24.89071038,3,0,0,0,166,0,0,0,0,0,,0,,183,56,22,,11,67,,,,21,183,118,43,,,183,65,58,,15,32,,0,0,0,39,0,0,0,0,0,8,0,19,*,*,*,*,*,0,*,20,62,15,0,0,15,31,0,0
Lake,March,2026,"15,749","10,020",,"$2,923,140",189,,,56,19,"$7,328","8,049","2,833",7.40%,,,,9,10,10,17,2,1,1,0,0,6,13,446,207,,,,,49,9,160,4,0,1,1,0,0,0,2,2,17,0,0,12,0,,,37,33.10810811,2,0,0,0,37,0,0,0,0,0,0,0,0,37,,18,0,,11,,0,0,,37,20,,0,,37,,,,,17,,0,0,0,18,0,0,0,0,0,1,0,*,20,0,*,*,*,0,0,*,43,13,1,0,14,13,1,0
Lassen,March,2026,"3,929","2,348",,"$786,008",215,,,*,*,"$2,028","1,245",797,7.50%,,,,20,2,4,6,1,1,0,0,0,1,6,107,48,,,,,53,37,203,0,0,0,0,0,0,0,1,1,18,0,3,5,0,36,0,36,24.08333333,2,0,0,0,36,0,0,0,0,0,0,0,0,36,,23,0,,,,0,,,36,18,18,0,0,36,33,,,24,,,0,0,0,7,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,*,11,5,1,0,6,6,1,0
Los Angeles,March,2026,"1,447,434","924,540",,"$290,870,108",52924,,,"1,518",233,"$3,028,636","229,460","33,838",5.10%,,,,2492,2483,2274,"1,556",582,237,338,29,46,754,1384,"48,775","26,368",,,,,50,11,189,646,476,83,634,0,2,91,330,214,5399,8,17,1825,,9529,,9687,25.27418189,124,0,0,,8727,,12,12,44,21,852,,,9687,3324,1145,748,1185,2453,13,16,215,588,9687,6276,3344,37,30,9687,6458,4372,2272,719,1125,472,10,3,25,"1,499",12,47,17,15,10,478,22,"1,509",732,579,866,399,*,*,87,231,"4,415","1,070",82,0,"1,152",1456,11,26
Madera,March,2026,"32,725","16,194",,"$6,122,326",846,,,49,*,"$30,093","7,958",493,8.50%,,,,28,45,42,20,11,4,7,0,0,9,22,737,383,,,,,39,16,228,7,5,6,3,0,0,1,9,14,6,0,58,51,0,,,153,25.49019608,4,0,0,0,125,0,0,0,0,0,28,0,0,153,51,26,,,40,0,0,0,29,153,108,45,0,0,153,59,51,12,19,25,,0,0,0,25,0,0,0,0,0,6,0,17,*,*,*,*,0,0,*,11,43,9,0,0,9,17,1,0
Marin,March,2026,"14,804","10,353",,"$2,963,766",389,,,18,*,"$49,875","2,286","1,250",3.80%,,,,17,27,23,8,8,4,4,0,0,5,11,468,220,,,,,47,13,114,4,2,2,12,0,0,0,5,2,48,0,1,18,0,,,82,24.87804878,3,0,0,0,,0,0,0,0,0,,0,0,82,,27,,,29,0,0,,,82,54,,0,,82,22,23,,16,,,0,0,0,13,0,0,0,0,0,2,1,*,12,*,*,*,0,*,*,*,26,7,0,0,7,6,0,0
Mariposa,March,2026,"2,899","1,758",,"$543,621",30,,,*,*,$746,922,250,7.10%,,,,2,2,1,4,0,0,0,0,0,1,3,87,35,,,,,58,11,148,2,0,0,0,0,0,0,0,0,4,0,0,1,0,,,,30.88888889,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,0,0,,,,0,0,,,,0,0,,0,0,0,0,4,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,3,0,0,3,2,0,0
Mendocino,March,2026,"15,925","10,044",,"$3,032,306",294,,,30,*,"$10,527","4,604",605,5.90%,,,,10,11,14,21,4,2,2,1,0,6,19,507,266,,,,,49,13,135,0,0,6,3,0,0,0,1,1,11,0,15,9,0,44,0,44,28.77272727,1,0,0,0,,0,0,0,0,0,,0,0,44,,19,,0,16,,0,0,,44,35,,,,44,12,,,11,,,0,0,0,25,0,0,0,0,0,0,0,*,27,*,0,0,*,0,0,*,37,18,0,0,18,21,0,0
Merced,March,2026,"61,098","31,706",,"$11,644,093",2529,,,187,30,"$44,248","29,556","4,182",10.60%,,,,95,118,101,37,39,19,20,2,1,23,53,"1,824",805,,,,,48,21,243,30,13,2,5,0,0,4,14,50,215,1,2,96,0,,,415,23.88433735,10,0,0,0,362,0,0,0,,0,,0,0,415,149,45,40,26,140,0,,,,415,203,146,,,415,184,108,103,34,43,46,0,0,0,56,0,0,0,0,0,20,0,69,37,20,22,26,*,0,0,*,179,22,1,0,23,35,0,0
Modoc,March,2026,"1,696","1,032",,"$284,063",,,,*,0,$298,"1,459",0,9.00%,,,,0,0,1,1,1,0,1,0,0,0,2,48,16,,,,,51,19,221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,32,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,*,*,1,0,0,1,0,0,0
Mono,March,2026,776,491,,"$155,520",,,,*,0,"$1,000",233,0,3.80%,,,,0,1,0,0,0,0,0,0,0,0,0,32,15,,,,,.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,21,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monterey,March,2026,"58,371","30,681",,"$11,350,910",1627,,,60,*,"$40,414","9,632",899,10.00%,,,,96,97,87,42,21,5,16,1,0,22,41,"1,790",845,,,,,41,16,166,16,4,18,20,0,0,3,12,23,96,0,100,84,,345,,348,24.37643678,11,0,0,0,302,0,0,0,,0,,0,0,348,136,60,,,95,0,0,,41,348,236,100,,,348,203,121,82,18,49,,0,0,0,41,0,0,0,1,0,21,0,37,17,*,0,14,0,0,*,11,82,28,1,0,29,34,0,0
Napa,March,2026,"10,462","6,443",,"$1,868,901",241,,,*,*,"$12,614","1,355",512,4.30%,,,,20,22,16,12,6,3,3,0,0,6,12,409,196,,,,,44,13,262,4,4,1,5,0,0,0,5,3,36,0,2,20,0,,,65,24.70769231,3,0,0,0,,0,0,0,0,0,,0,0,65,11,,,,29,0,0,0,,65,33,,,0,65,21,16,,,,,0,0,0,13,0,0,0,0,0,5,0,*,11,*,*,*,0,0,*,*,32,7,0,0,7,13,1,0
Nevada,March,2026,"11,297","7,554",,"$2,230,164",264,,,*,0,"$2,767","1,432",0,4.70%,,,,8,21,8,8,5,2,3,0,0,6,7,410,207,,,,,46,17,164,5,3,0,4,0,1,0,3,4,23,0,0,14,0,,,51,34.98039216,2,0,0,0,,0,0,0,0,0,,0,0,51,,33,0,,,0,0,0,,51,33,,0,,51,,,,14,,,0,0,0,13,0,0,0,0,0,0,0,*,18,0,0,0,0,0,0,*,21,7,0,0,7,7,0,0
Orange,March,2026,"287,010","179,570",,"$55,024,089",15305,,,476,48,"$649,284","68,113","9,390",3.80%,,,,673,960,847,265,148,54,92,6,2,171,242,"11,670","6,195",,,,,54,14,189,255,33,218,176,0,2,22,102,150,1785,6,54,635,,3064,,3134,24.72814295,53,0,0,0,2847,18,,,,,189,56,,3134,897,494,637,114,549,,,105,323,3134,1890,1141,16,87,3134,1546,868,753,471,244,149,0,0,1,260,9,7,2,3,0,69,62,199,110,237,25,15,*,*,43,93,729,173,26,0,199,236,6,1
Placer,March,2026,"28,076","16,758",,"$5,267,492",794,,,36,0,"$72,972","4,992",0,4.00%,,,,42,84,40,39,15,8,5,1,0,29,25,"1,101",721,,,,,43,14,226,14,11,7,24,0,0,5,12,10,120,0,1,45,0,,,228,26.20614035,21,0,0,0,219,0,0,0,,,,0,0,228,15,79,11,,65,,,17,28,228,139,83,,,228,59,31,32,39,40,26,0,0,0,51,0,0,0,2,1,0,0,*,34,*,*,*,*,0,*,19,78,30,0,0,30,36,0,0
Plumas,March,2026,"2,386","1,573",,"$450,156",280,,,*,*,$681,"1,200",301,10.30%,,,,16,2,2,3,0,0,0,0,0,2,1,93,44,,,,,38,24,121,1,0,0,0,0,0,0,0,1,14,0,0,6,0,,,31,22.64516129,0,0,0,0,31,0,0,0,0,0,0,0,0,31,,15,0,0,11,,0,0,,31,,20,,0,31,29,0,25,,,,0,0,0,3,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,0,*,1,0,0,1,3,0,0
Riverside,March,2026,"319,773","180,913",,"$61,325,446",7975,,,276,37,"$237,780","44,032","5,839",5.10%,,,,504,735,505,369,195,71,115,4,7,292,272,"13,621","9,056",,,,,43,15,229,164,66,92,142,0,0,8,101,161,422,0,1026,296,,2139,,2180,25.49357798,60,0,0,,2064,0,,,,0,105,,0,2180,521,275,137,212,687,,,34,296,2180,1511,616,,,2180,769,313,474,314,437,109,0,1,2,442,1,0,2,6,0,108,2,226,171,33,111,108,*,0,13,160,825,228,8,0,236,361,1,2
Sacramento,March,2026,"257,816","142,444",,"$49,097,859",9395,,,895,131,"$756,414","133,984","20,234",4.80%,,,,446,499,370,273,129,37,88,6,9,154,248,"7,813","4,398",,,,,46,12,227,96,21,90,115,0,0,15,71,83,972,2,5,336,,1690,,1725,26.00985507,44,0,0,0,1631,,0,,22,17,47,,0,1725,251,257,169,235,516,,,141,134,1725,1123,531,25,46,1725,562,298,294,322,251,75,0,0,1,354,5,0,1,9,8,14,10,73,152,113,178,30,*,*,55,115,728,169,12,0,181,248,1,4
San Benito,March,2026,"6,820","3,717",,"$1,303,990",163,,,*,*,"$4,404","1,102",221,7.00%,,,,5,6,16,4,0,0,0,0,0,0,4,248,130,,,,,25,17,198,0,0,2,0,0,0,0,1,3,19,0,0,8,0,33,0,33,25.84848485,1,0,0,0,,0,0,0,0,0,,0,0,33,12,,0,0,11,0,0,,,33,16,13,,,33,14,11,,,,0,0,0,0,2,0,0,0,0,0,2,0,*,*,0,0,0,0,0,0,0,*,1,0,0,1,3,0,0
San Bernardino,March,2026,"351,119","189,372",,"$67,194,595",8353,,,628,161,"$215,933","99,971","24,015",5.00%,,,,366,705,739,342,217,89,124,5,5,252,307,"11,644","6,956",,,,,43,20,258,143,2,215,138,0,0,11,100,92,557,0,821,432,,2329,,2373,26.10872314,81,0,0,0,2259,0,0,,,0,110,0,0,2373,597,354,85,310,737,,,29,251,2373,1645,700,,,2373,547,284,279,376,486,132,0,0,0,470,0,3,0,4,0,80,2,261,196,54,195,126,*,*,12,156,"1,009",202,7,1,210,311,2,2
San Diego,March,2026,"370,808","225,429",,"$71,256,759",19148,,,831,22,"$743,018","119,968","3,110",4.30%,,,,979,1407,1216,343,183,61,119,6,10,325,201,"15,879","11,663",,,,,48,19,228,331,215,127,386,0,0,16,220,107,3236,2,14,350,,4284,,4375,24.47154286,39,0,0,0,4097,,0,,36,,226,,,4375,794,607,335,251,1406,14,11,217,740,4375,2717,1577,22,59,4375,1968,887,1146,732,376,267,0,0,0,400,6,0,0,16,0,94,10,206,130,66,78,60,*,*,65,194,804,242,11,0,253,314,3,2
San Francisco,March,2026,"106,984","79,818",,"$20,204,553",3861,,,250,22,"$420,854","32,848","2,958",3.70%,,,,188,214,145,89,32,14,18,4,0,67,54,"3,438","2,207",,,,,59,11,150,36,8,50,62,0,0,4,33,20,472,0,4,71,,690,,702,25.44444444,25,0,0,16,665,0,0,,,0,17,,0,702,63,105,68,71,260,,,44,84,702,416,231,18,37,702,321,118,191,105,34,86,0,0,11,90,0,1,2,3,2,10,2,15,19,39,44,13,*,*,17,62,214,70,4,0,74,70,1,0
San Joaquin,March,2026,"118,002","65,204",,"$21,932,929",2160,,,347,74,"$130,725","53,765","12,095",6.50%,,,,124,198,150,128,69,33,35,2,0,83,114,"3,807","2,295",,,,,45,15,189,28,4,40,44,0,0,5,26,51,245,0,110,117,,573,,594,25.96464646,15,0,0,0,535,,0,0,,0,56,0,0,594,127,78,67,65,190,,,,54,594,404,181,,,594,104,68,37,76,100,17,0,3,1,164,0,0,0,4,0,24,1,59,71,80,82,44,*,0,*,51,396,71,8,1,80,119,1,3
San Luis Obispo,March,2026,"29,908","22,322",,"$6,189,582",7752,,,35,*,"$13,749","4,621","1,149",4.10%,,,,450,180,252,22,9,1,8,0,1,13,18,"1,602","1,143",,,,,48,17,161,27,16,57,42,0,0,1,11,25,842,0,2,38,0,,,1110,20.84684685,13,0,0,0,,0,0,0,0,0,,0,0,1110,84,400,34,,327,,,49,208,1110,624,468,,,1110,1004,60,906,33,12,,0,0,0,30,0,0,0,0,0,1,0,*,19,0,*,*,0,0,0,12,44,18,0,0,18,17,0,0
San Mateo,March,2026,"32,646","21,647",,"$6,156,743",645,,,76,*,"$85,488","10,058","1,124",3.50%,,,,44,121,63,35,18,4,14,1,1,20,33,"1,611",857,,,,,52,13,206,29,9,21,26,0,0,4,13,18,176,0,1,51,0,,,280,25.60714286,9,0,0,,261,0,0,,0,0,,0,0,280,52,30,30,,112,0,,12,31,280,170,99,,,280,68,38,40,49,24,,0,0,1,40,0,0,0,0,0,11,1,15,11,13,*,*,0,0,*,19,73,26,2,0,28,27,0,0
Santa Barbara,March,2026,"56,125","34,757",,"$11,463,432",7411,,,81,0,"$46,634","12,740",0,4.70%,,,,339,237,255,39,21,9,12,0,0,27,33,"2,118","1,289",,,,,48,17,177,56,27,40,62,0,0,5,15,29,734,1,5,91,,1092,,1106,21.90325497,9,0,0,0,1055,0,0,0,0,0,51,0,0,1106,156,333,38,28,407,,,40,101,1106,671,375,11,49,1106,793,745,98,109,49,118,0,0,0,49,0,0,0,0,0,11,0,20,48,*,*,*,0,0,*,11,96,27,2,0,29,33,1,1
Santa Clara,March,2026,"126,051","83,154",,"$24,038,967",4309,,,299,26,"$261,042","41,763","4,496",3.80%,,,,217,286,166,157,51,29,21,1,1,87,121,"4,479","2,479",,,,,54,12,170,54,15,52,57,0,0,3,36,65,525,1,3,140,0,928,13,941,24.24760893,28,0,0,0,881,0,,0,,,38,16,0,941,224,95,149,54,284,,,,95,941,555,375,,,941,530,263,263,118,67,52,0,0,1,151,2,0,2,1,4,18,29,91,44,98,26,21,0,*,21,62,366,124,8,0,132,129,1,0
Santa Cruz,March,2026,"31,095","20,926",,"$6,347,487",4123,,,36,*,"$15,724","5,301",797,6.90%,,,,158,134,124,22,10,6,4,0,0,10,22,"1,180",722,,,,,55,10,162,49,1,29,27,0,0,1,15,12,346,0,0,70,0,,,541,22.34935305,14,0,0,0,518,0,0,0,0,0,23,0,0,541,78,125,22,,191,,,26,85,541,303,181,21,36,541,379,127,257,27,24,67,0,0,0,28,0,0,0,0,0,4,0,17,21,*,*,*,0,0,*,18,62,17,0,0,17,17,1,0
Shasta,March,2026,"30,344","19,303",,"$5,500,634",764,,,99,22,"$12,791","14,300","2,558",5.50%,,,,47,38,24,33,18,7,11,2,1,22,29,"1,153",569,,,,,49,12,232,9,3,2,7,0,0,0,5,12,65,0,12,32,0,,,139,28.47482014,7,0,0,0,139,0,0,0,0,0,0,0,0,139,,82,,,31,,0,,,139,83,,0,,139,37,,26,31,30,30,0,0,0,50,0,0,0,0,0,1,0,*,58,*,0,*,*,0,0,*,73,25,1,0,26,29,0,0
Sierra,March,2026,335,233,,"$58,517",,,,*,0,$0,166,0,6.30%,,,,1,0,0,0,0,0,0,0,0,0,0,9,1,,,,,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,55,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0
Siskiyou,March,2026,"8,919","5,465",,"$1,656,174",168,,,38,*,"$3,248","5,489","1,053",8.80%,,,,4,6,2,16,2,1,1,1,0,7,11,241,128,,,,,48,12,228,0,0,1,2,0,0,0,1,2,8,0,0,4,0,,,19,32,1,0,0,0,19,0,0,0,0,0,0,0,0,19,,11,,0,,,0,,0,19,,,,0,19,11,,,,,,0,0,0,17,0,0,0,0,0,1,0,*,18,*,*,*,*,0,0,*,27,14,0,0,14,12,0,0
Solano,March,2026,"52,396","32,462",,"$10,217,933",1398,,,147,21,"$49,646","23,079","3,155",5.10%,,,,75,98,51,66,31,18,11,0,0,30,67,"2,055","1,113",,,,,43,12,182,21,7,6,23,0,0,3,18,19,162,0,2,60,,276,,286,27.17832168,9,0,0,0,,0,0,0,0,0,,0,0,286,46,41,26,57,100,,0,,,286,207,63,,,286,71,46,23,59,48,21,0,0,0,87,0,0,0,2,0,7,1,17,34,16,61,*,*,*,*,15,158,45,1,0,46,51,0,0
Sonoma,March,2026,"42,361","27,488",,"$8,242,188",1123,,,71,*,"$95,023","9,672","1,076",4.20%,,,,70,72,54,38,18,4,14,1,0,19,37,"1,739",816,,,,,52,16,208,15,0,17,13,0,0,0,8,19,145,0,6,45,0,,,235,25.36595745,4,0,0,0,222,0,0,0,0,0,,0,,235,48,55,,11,77,,0,,26,235,149,81,,,235,102,31,70,49,22,13,0,0,0,50,0,0,0,0,0,5,1,13,23,*,*,*,0,0,*,30,86,30,1,0,31,33,0,0
Stanislaus,March,2026,"89,674","49,946",,"$16,680,898",2013,,,231,48,"$74,428","35,925","7,165",7.20%,,,,110,115,85,81,38,14,22,1,1,35,84,"2,912","1,391",,,,,50,18,211,21,19,2,28,0,0,1,27,16,185,0,20,105,0,,,431,25.3387471,20,0,,0,388,0,0,0,,0,38,0,0,431,92,85,28,20,130,,,,64,431,289,139,,,431,187,74,114,65,79,,0,2,0,97,0,0,0,2,0,17,1,42,96,32,14,31,*,*,*,57,280,45,7,0,52,66,1,0
Sutter,March,2026,"16,305","8,405",,"$3,051,635",337,,,28,15,"$34,819","4,418","1,921",9.70%,,,,10,13,9,14,5,1,3,0,0,9,10,412,239,,,,,51,14,221,3,4,0,1,0,0,0,2,3,12,0,8,12,0,,,54,26.88888889,1,0,0,0,,0,0,0,0,0,,0,0,54,19,13,,,14,0,0,0,,54,35,19,0,0,54,15,11,,20,12,,0,0,0,16,0,0,0,1,0,2,0,*,*,13,*,*,0,0,0,*,36,8,2,0,10,9,1,0
